000278.wav|I przechodzimy teraz do czyszczenia danych.
000279.wav|To jest etap, który często bywa również traktowany jako techniczna czynność przygotowawcza, ale w praktyce jest to zasadnicza część analizy.
000280.wav|Dane rzeczywiste prawie nigdy nie powinny być traktowane jako prawda ostateczna.
000281.wav|W plikach pojawiają się przerwy, braki danych, zduplikowane pomiary, błędnie zapisane liczby albo niespójne kategorie tekstowe.
000282.wav|ale nie mają żadnego sensu fizycznego, wynikają z błędów urządzenia.
000283.wav|Dlatego trzeba wyraźnie powiedzieć, że sama jakość tej analizy nie może nigdy być wyższa niż jakość danych, na których analiza została wykonana.
000284.wav|Tutaj określamy to, jak dobra będzie nasza analiza.
000285.wav|Jeżeli taki krok pominiemy, no to ten sufit będzie nam narzucony.
000286.wav|Dlatego czyszczenie danych nie jest dodatkiem do analizy, ale warunkiem sensownego wnioskowania.
000287.wav|Typowe problemy tu są bardzo konkretne, bo braki danych mogą oznaczać, że pomiar nie został wykonany, uczestnik nie odpowiedział albo czujnik nie zadziałał.
000288.wav|Duplikaty mogą wynikać z przypadkowego podwójnego importu, ale mogą też oznaczać celowo powtórzone pomiary.
000289.wav|Kategorie tekstowe mogą być niespójne, np.
000290.wav|kobieta pisana z małej litery, kobieta z dużej, K, female, F.
000291.wav|One mogą oznaczać tą samą kategorię, ale dla programu są różnymi wartościami.
000292.wav|Liczby czasem mogą być zapisane z przecinkiem zamiast kropki, a czasem na odwrót.
000293.wav|z jednostką w tej samej komórce albo jako tekst.
000294.wav|Zależnie też od oprogramowania urządzenia, na którym pracujemy.
000295.wav|Dlatego w praktyce to czyszczenie danych wymaga połączenia zarówno techniki, jak i interpretacji.
000296.wav|Pandas daje nam już narzędzia, takie jak dropA, fillA, duplicated, dropDuplicated, replace, asType i wiele innych.
000297.wav|To są operacje, które na tekstach oraz...
000298.wav|To są operacje, to są narzędzia, które pozwalają nam właśnie wykrywać i przekształcać dane, ale same nie rozstrzygają, która decyzja będzie poprawna.
000299.wav|Bo decyzja zależy od pytania badawczego, sposobu pozyskania danych i znaczenia poszczególnych zmiennych.
000300.wav|Ważne jest też, żeby nie działać automatycznie.
000301.wav|Wartość odstająca może być pomyłką, ale może być również najważniejszą obserwacją w całym zbiorze.
000302.wav|I w diagnostyce technicznej ekstremalne wartości właśnie mogą wskazywać te awarie, które my chcemy wykryć.
000303.wav|W medycynie mogą sygnalizować jakiś przypadek klinicznie istotny.
000304.wav|W psychologii realną zmienność pomiędzy osobami.
000305.wav|I dlatego tych wartości nie powinno się z automatu usuwać.
000306.wav|Tylko dlatego, że psują nam wykres albo pogarszają dopasowanie modelu.
000307.wav|I tu podobnie jest z brakiem danych.
000308.wav|Nie każdą brakującą wartość trzeba usuwać.
000309.wav|Czasem usunięcie wszystkich wierszy z brakami poprowadzi nas do utraty dużo, dużej liczby informacji albo zniekształcenia próby.
000310.wav|Innym razem uzupełnienie braku jakąś średnią może być zbyt dużym uproszczeniem, ingerującym w realne dane.
000311.wav|Trzeba się zapytać, skąd się taki brak w ogóle bierze, czy jest przypadkowy, czy dotyczy konkretnej grupy, czy wynika z pomiaru.
000312.wav|Duplikaty również będą wymagać namysłu, bo nie każdy powtarzający się rekord jest błędem.
000313.wav|W danych pomiarowych powtórzenie może oznaczać replikację eksperymentu.
000314.wav|W danych transakcyjnych dwie identyczne wartości mogą być niezależnymi operacjami.
000315.wav|W danych ankietowych ten sam identyfikator uczestnika może oznaczać z kolei np.
000316.wav|błąd importu albo ponowne wypełnienie formularza.
000317.wav|Samo polecenie drop duplicates jest technicznie proste.
000318.wav|ale decyzja czego użyć wymaga przemyślenia i zrozumienia kontekstu.
000319.wav|Szczególnej uwagi wymagają jednostki.
000320.wav|To jest jeden z najczęściej i najbardziej niebezpiecznych problemów danych.
000321.wav|Jedna część pomiarów może być zapisana w metrach, a druga w centymetrach.
000322.wav|Temperatura może być raz podana w stopniach Celsjusza, a raz w Kelwinach.
000323.wav|Czas równie dobrze w sekundach, minutach, milisekundach.
000324.wav|I takie błędy są często niewidoczne, jaką ani braki, ani duplikaty, a wynikają ze sposobu pracy urządzenia czy zapisu danych.
000325.wav|I liczbowo wyglądają jak najbardziej poprawnie, ale ich interpretacja będzie błędna.
000326.wav|I dlatego to czyszczenie danych powinno obejmować także kontrolę zakresów i jednostek.
000327.wav|Dobrą praktyką jest rozdzielenie czyszczenia na kilka etapów.
000328.wav|Najpierw diagnozujemy problemy, czyli sprawdzamy typy danych.
000329.wav|Braki, duplikaty, zakresy, kategorie.
000330.wav|Następnie podejmujemy już jakieś decyzje interpretacyjne.
000331.wav|Co jest błędem, a co jest wartością poprawną.
000332.wav|Wtedy możemy przejść do kolejnego kroku, czyli wykonać transformację w kodzie.
000333.wav|Na samym końcu ponownie sprawdzamy cały zbiór, żeby upewnić się, że czyszczenie nie wprowadziło jakichś dodatkowych problemów.
000334.wav|I warto od początku dokumentować, co zostało oczyszczone i w jaki sposób.
000335.wav|W pracy naukowej, inżynierskiej czyszczenie danych musi być też reprodukowalne.
000336.wav|Ta replikacyjność badań i całej procedury jest bardzo istotnym elementem.
000337.wav|Nie powinno się polegać na ręcznym poprawianiu wartości, na oko w Excelu, nigdy.
000338.wav|Ponieważ po kilku dniach zwykle już nie da się realnie powiedzieć, ani odtworzyć, co zostało zmienione.
000339.wav|Dlatego lepszym rozwiązaniem jest zapisanie całego procesu w kodzie.
000340.wav|Wtedy wiadomo, które rekordy zostały usunięte, które wartości przekształcono, jakie reguły zastosowano i dlaczego.
000341.wav|No i taki pipeline ma jeszcze jedną dużą zaletę.
000342.wav|Można go uruchomić ponownie, gdy pojawi się nowa wersja danych.
000343.wav|Jeżeli dane są aktualizowane, no to ręczne czyszczenie trzeba powtarzać od początku.
000344.wav|Taki kod można zastosować podobnie, poprawić, przetestować, udokumentować.
000345.wav|A to jest szczególnie ważne w projektach badawczych, technicznych, inżynierskich czy raportowych, gdzie ta cała analiza powinna być możliwa do sprawdzenia później przez inne osoby.
000346.wav|Ta biblioteka będzie nam więc pomagać w czyszczeniu danych, ale nie zastąpi ich zrozumienia.
000347.wav|Pandas da nam narzędzia do wykrywania braków, zmiany typów, usuwania duplikatów czy standaryzacji wartości.
000348.wav|Ale o tym, czy dana wartość będzie błędem, wyjątkiem czy krytyczną obserwacją,
000349.wav|no to to zależy już od nas.
000350.wav|Same jednak nieoczyszczone dane zawsze będą prowadzić do niepewnych wniosków, nawet jeżeli późniejsza analiza wygląda profesjonalnie.
000351.wav|Dlatego to czyszczenie zawsze powinno być jawne, uzasadnione, opisane, najlepiej w kodzie i możliwe do odtworzenia.
000352.wav|Zacznijmy od brakujących wartości, czyli klasycznych none.
000353.wav|To jest chyba najczęstszy problem w danych rzeczywistych, bo braki mogą oznaczać zupełnie różne rzeczy.
000354.wav|Braki pomiaru, uszkodzony czujnik, jakiś nieosiągalny wynik, za mała czułość, pominięta kategoria albo źle sparsowana komórka.
000355.wav|Dlatego pierwszym krokiem jest tu zawsze policzenie i zrozumienie, gdzie te braki występują, a nie automatyczne ich usuwanie.
000356.wav|Pandas daje nam kilka podstawowych strategii.
000357.wav|Każda z tych metod ma sens, ale w innych sytuacjach.
000358.wav|Usunięcie wierszy może być zalecane przy sporydycznych brakach, ale katastrofalne w skutkach dla danych czasowych z lukami.
000359.wav|Wypełnienie średnią bywa szybkie, ale będzie spłaszczać nam wariancję.
000360.wav|Interpolacja bardzo rozsądna może być dla sygnałów i szeregów czasowych, ale nie będzie miała sensu, przynajmniej zazwyczaj dla danych kategoryalnych.
000361.wav|Dobry analityk nie pyta się tylko jak usunąć NAN, ale co ten konkretny NAN właśnie dla nas znaczy i jak wpłynie na późniejsze wnioski.
000362.wav|Kolejnym ważnym tematem są duplikaty.
000363.wav|Tutaj trzeba zachować dużą ostrożność, bo ten duplikat jak mówiliśmy nie zawsze oznacza błąd.
000364.wav|Czasem to jest rzeczywiście przypadkowo powielony rekord, ale innym razem jest to normalna powtórka pomiaru, prawidłowo przeprowadzona.
000365.wav|Ale jeszcze innym razem duplikat może istnieć tylko względem jednego identyfikatora, ale nie względem pełnej informacji o próbce.
000366.wav|Dlatego Pandas daje nam tu narzędzia takie jak Duplicated i Drop Duplicates, które mają możliwość wskazania konkretnych kolumn.
000367.wav|W praktyce bardzo często interesują nas duplikaty po kluczu biznesowym czy pomiarowym, a nie pełna identyczność całego wiersza.
000368.wav|Na przykład dwa rekordy z tym samym ID mogą oznaczać problem, nawet jeżeli będą różnić się datą czy metadanymi.
000369.wav|Z kolei przy danych tekstowych dochodzą jeszcze różnice kosmetyczne.
000370.wav|Użyte spacje, wielkość liter, warianty zapisu.
000371.wav|Stal z małej litery, stal z pierwszą dużą literą albo wszystko dużymi literami.
000372.wav|I dlatego samo oczyszczenie tekstu przez str.strip czy str.title
000373.wav|I podobne operacje bywa częścią usuwania duplikatów.
000374.wav|Trzeba zawsze zrozumieć kontekst.
000375.wav|Czasem zachowujemy pierwszy rekord, czasem ostatni, a czasem musimy zidentyfikować przyczynę duplikacji, który z nich jest faktycznie oryginalny.
000376.wav|Poprawić może nam to na przykład logikę pozyskiwania danych w przyszłości.
000377.wav|I tu dochodzimy do obserwacji odstających, czyli outlinerów tak zwanych.
000378.wav|To jest delikatny temat, bo obserwacja odstająca wcale nie musi być błędem.
000379.wav|Często nie jest, często właśnie odkrycia naukowe biorą się z znalezienia takich przypadkowych operacji.
000380.wav|To może sygnalizować jakieś realne, rzadkie zjawisko.
000381.wav|Dlatego metody typu IQR czy Z-score są tylko narzędziami pomocniczymi, ale nie automatycznymi wyrokami.
000382.wav|W materiałach widać tu przykład zastosowania metody IQR jako podejście odporne i metodę Z-score jako bardziej związaną z założeniem normalności.
000383.wav|To są dwie różnice, które właśnie różnią te narzędzia.
000384.wav|W praktyce ja zawsze chcę zobaczyć takie punkty, a dopiero potem zdecydować co z nimi zrobić.
000385.wav|Jeżeli taka wartość wynika z uszkodzonego czujnika, to powinien zniknąć.
000386.wav|To jest bardzo mądra lekcja metodologiczna.
000387.wav|Dane należy oczyszczać, ale nie sterylizować.
000388.wav|szczególnie jakoś zbyt agresywnie, bo czasami to, co będzie wyglądać na problem, właśnie jest najważniejszym sygnałem.
000389.wav|I takie odstające sygnały to nie śmieć do usunięcia, ale kandydat do głębszej interpretacji.
000390.wav|W czyszczeniu danych bardzo ważne są też operacje na zmiennych tekstowych typu string i kategoriach.
000391.wav|W praktyce właśnie ogromna liczba problemów bierze się z tego, że taka sama kategoria jest zapisana na kilka różnych sposobów.
000392.wav|Czasem różni się tylko wielkością liter.
000393.wav|Na przykład pierwsza litera raz jest z dużej, raz jest z małej.
000394.wav|skrótem jakimś albo literówką.
000395.wav|Pandas tu właśnie daje nam bardzo wygodne narzędzia, które przez str pozwalają nam ujednolicać takie kolumny.
000396.wav|To jest niby drobiazg, ale potrafi całkowicie zmienić jakość późniejszego group by czy merge.
000397.wav|I jeżeli nie oczyścimy kategorii tekstowych, no to później możemy dostać absurdalne wyniki.
000398.wav|przez trzy różne grupy, albo ten sam operator rozbity na dwa warianty zapisu, czy taka sama próbka potraktowana jako różne rekordy.
000399.wav|nie operują na tych danych interpretacji tego, co my widzimy w tym znaku.
000400.wav|Tam jedna zmiana wielkości znaku czy długości zapisu, dodanie spacji, czynią z tego dwie kompletnie różne zmienne.
000401.wav|Warto po oczyszczeniu od razu przejść do typu kategorii, bo zyskujemy wtedy nie tylko spójność, ale również mniejsze zużycie pamięci.
000402.wav|Szybsze operacje grupowania.
000403.wav|To jest bardzo elegancki też przykład sytuacji, w której taki porządek semantyczny poprawia również wydajność.
000404.wav|I teraz przechodzimy do transformacji i agregacji.
000405.wav|To jest serce całej pracy z Pandas, bo właśnie tutaj surowa tabela zaczyna zamieniać się w informacje.
000406.wav|Tworzenie nowych kolumn, sortowanie, filtrowanie, grupowanie, to wszystko dzieje się właśnie w tym bloku.
000407.wav|W praktyce te operacje wykonuje się codziennie.
000408.wav|I najważniejsze z tego jest to, że Pandas pozwala robić większość z tych rzeczy w sposób wektorowy i bardzo czytelny.
000409.wav|Zamiast pisać długie pętle, budujemy wyrażenia na całych kolumnach i grupach.
000410.wav|To jest dużo bardziej zgodne z naturą danych tabelarycznych.
000411.wav|W rezultacie sam kod jest krótszy, szybszy i łatwiejszy do czytania.
000412.wav|I to jest właśnie styl pracy, do którego chcę Państwa przekonać.
000413.wav|Transformacje są też tym momentem, w którym analityk naprawdę zaczyna modelować problem.
000414.wav|Bo nie chodzi już tylko o samoczyszczenie, ale o nadawanie danym nowej struktury.
000415.wav|Jakieś tworzenie wskaźników, zmiennych, pochodnych, klas jakości, poziomów temperatury czy tabel przekrojowych.
000416.wav|Jest to dokładnie miejsce, gdzie z danych zaczyna rodzić się wiedza.
000417.wav|Absolutnie kluczowym narzędziem w Pandas jest group by.
000418.wav|Jeżeli miałbym wskazać jedną operację, która pokazuje siłę całej tej biblioteki właśnie w analizie danych tabelorycznych, właśnie byłoby to grupowanie połączone z agregacją.
000419.wav|Dady surowe są zwykle zapisane jako wiele pojedynczych rekordów, pomiarów, obserwacji, transakcji czy wyników eksperymentu.
000420.wav|Same wiersze rzadko dają jednak pełny obraz.
000421.wav|Dopiero pogrupowanie ich według istotnych zmiennych pozwala nam zobaczyć strukturę takich danych.
000422.wav|I właśnie Group By pozwala nam przejść od poziomu pojedynczych obserwacji do poziomu podsumowań.
000423.wav|To jest podstawowy język dla analizy przekrojowej.
000424.wav|Dzielimy dane na jakieś sensowne grupy, a następnie opisujemy każdą grupę zestawem statystyk.
000425.wav|Warto wyjaśnić całą intuicję stojącą za group by.
000426.wav|Najpierw dane są dzielone według wartości jednej lub kilku kolumn.
000427.wav|Następnie na każdej grupie wykonywana jest określona operacja, np.
000428.wav|obliczanie średniej czy liczebności.
000429.wav|A na końcu te wyniki są składane w nową tabelę.
000430.wav|I ten temat często określa się jako split, apply, combine.
000431.wav|Podziel, zastosuj operację i połącz wyniki.
000432.wav|To jest proste pojęciowo i bardzo wygodne i silne analitycznie.
000433.wav|Na przykład, jeżeli analizujemy sobie wytrzymałość materiałów, to pojedynczy wiersz może oznaczać jedną próbkę.
000434.wav|Ale dopiero group by material pozwala zapytać, jaka jest średnia wytrzymałość dla każdego materiału.
000435.wav|Jeżeli dodamy do tego temperaturę, możemy analizować średnią wytrzymałość dla każdej kombinacji materiału i temperatury.
000436.wav|Jeżeli dodamy jeszcze operator, możemy sprawdzić, czy te wyniki różnią się między osobami wykonującymi pomiar.
000437.wav|W ten sposób z surowych rekordów zaczyna już nam się wyłaniać struktura procesu.
000438.wav|Ważna jest tu również elastyczność takiej agregacji, bo nie jesteśmy ograniczeni do jednej statystyki.
000439.wav|Możemy jednocześnie policzyć średnią, odchylenie standardowe, minimum, maksimum, liczebność.
000440.wav|Możemy agregować kilka kolumn naraz.
000441.wav|Możemy też nadawać własne nazwy wynikom.
000442.wav|Dzięki temu taka tabela końcowa staje się jeszcze czytelniejsza.
000443.wav|I to ma znaczenie praktyczne, bo ten wynik group by często trafia później bezpośrednio do raportu, jakiegoś wykresu czy dalszego modelowania.
000444.wav|Group by jest zazwyczaj pierwszym krokiem od danych surowych do tabeli interpretacyjnej.
000445.wav|jakiegoś człowieka, średni czas reakcji w jakichś grupach eksperymentalnych, albo udział kategorii w różnych warunkach.
000446.wav|I to pozwala nam szybko przejść od pytania, co jest w tabeli,
000447.wav|do tego jaki wzorzec pokazują nasze dane.
000448.wav|Trzeba jednak pamiętać, że ta agregacja zawsze upraszcza dane, bo średnia dla grupy może być użyteczna, ale może też ukryć rozkład.
000449.wav|Nie pokaże nam wartości odstających albo nierówną liczebność.
000450.wav|Dlatego po group by warto patrzeć nie tylko na średnie, ale właśnie też na te liczebności i zmiary zmienności.
000451.wav|różne właśnie odchylenia standardowe.
000452.wav|Szczególnie użyteczne jest też grupowanie po kilku kolumnach.
000453.wav|To pozwala analizować interakcje pomiędzy warunkami.
000454.wav|Na przykład sama średnia wytrzymałość materiału może nie wystarczyć, jeżeli materiał ten jest silnie zależny od temperatury.
000455.wav|Grupowanie po materiale i temperaturze pozwala zobaczyć właśnie, czy ten materiał zachowuje stabilność w różnych warunkach.
000456.wav|czy jego parametry się właśnie gwałtownie zmieniają.
000457.wav|I w analizie eksperymentalnej to często jest kluczowy właśnie etap przed wykonaniem tych wykresów i modeli.
000458.wav|A group by bardzo dobrze łączy się z wizualizacją.
000459.wav|Wyniki takiej agregacji mogą być podstawą wykresu słupkowego, liniowego czy punktowego.
000460.wav|Hitmapy czy też wykresu z przedziałami ufności.
000461.wav|Właśnie dlatego grupowanie jest tym pomostem,
000462.wav|pomiędzy surową tabelą a komunikatem wynikającym z wyników.
000463.wav|Warto też wspomnieć tu o metodzie AGG, która daje dużą kontrolę nad właśnie agregacją.
000464.wav|Możemy określać różne funkcje dla różnych kolumn, zastosować też wiele funkcji naraz albo stworzyć w ogóle własne funkcje agregujące.
000465.wav|I dzięki temu biblioteka GroupBy nie ogranicza się tylko do prostego obliczania średniej.
000466.wav|Może nam służyć do budowania pełnych tabel podsumowujących.
000467.wav|takich liczby obserwacji, średniej mediany odchyleń, przedziałów ufności i jakichś niestandardowych wskaźników domenowych zależności od branży.
000468.wav|To jest też dobry moment, żeby wspomnieć o wydajności, bo dobrze ustawione typy danych mają bardzo duże znaczenie.
000469.wav|Jeżeli kolumna zawiera powtarzające się wartości tekstowe, np.
000470.wav|nazwy materiałów, grup eksperymentalnych czy kategorii, no to warto użyć tu typu category.
000471.wav|To może znacząco zmniejszyć zużycie pamięci, bo dla każdej komórki nie jest tworzona osobna zmienna, tylko przypisana jedna kategoria.
000472.wav|Przyśpieszy nam to wszystkie operacje później grupowania.
000473.wav|I to właśnie pokazuje, że to wcześniejsze czyszczenie i porządkowanie typów nie było samym dodatkiem, ale inwestycją w dalszą analizę.
000474.wav|I ta wydajność jest szczególnie ważna przy właśnie dużych zbiorach danych.
000475.wav|Na małej tabeli te różnice mogą być niezauważalne.
000476.wav|Dlatego sama analiza w PANDAS nie polega na znajomości funkcji dostępnych.
000477.wav|Polega właśnie na zrozumieniu bardziej struktury danych i konsekwencji obliczeniowych dla użytych przez nas operacji.
000478.wav|Group by pozwala nam przekształcić te surowe dane
000479.wav|poszczególne warunki, no i gdzie w danych widać najważniejszą strukturę.
000480.wav|Kolejnym bardzo ważnym zestawem są narzędzia Pivot Table, Melt, Stack i Unstack.
000481.wav|To są operacje, które pozwalają nam przekształcać dane pomiędzy układem szerokim a długim.
000482.wav|W praktyce to jest ważne z tego względu, że algorytmy i wykresy lepiej działają na danych długich, a nie na szerokich.
000483.wav|Pandas daje nam możliwość płynnego przechodzenia pomiędzy tymi dwoma reprezentacjami.
000484.wav|Pivot table jest świetny do tworzenia zestawień przekrojowych.
000485.wav|Tam w wierszach mamy materiał, w kolumnach np.
000486.wav|numer próby albo temperaturę, a komórki nam mówią o wartości średniej.
000487.wav|Belt robi odwrotny ruch, zamienia wiele kolumn warunków w jedną kolumnę opisującą ten warunek i jedną kolumnę wartości.
000488.wav|To jest przydatne przy pracy właśnie z Seabornem, statystyką, modelami, które oczekują danych w układzie długim.
000489.wav|Czasem samo przejście z szerokiego do długiego typu formatu radykalnie upraszcza naszą analizę.
000490.wav|I to jest jeden z tych momentów, w których ten pandas naprawdę pokazuje, jak fajnym narzędziem do modelowania struktury danych jest.
000491.wav|Z kolei Apply, MP Select, Cut, Q Cut to są ogólnie narzędzia do tworzenia nowych cech.
000492.wav|To jest ważny obszar, bo tutaj też ta tabela zaczyna zyskiwać nową warstwę znaczeniową.
000493.wav|Możemy sklasyfikować wartości jako różne.
000494.wav|Możemy sklasyfikować wartości jako właśnie różne wskaźniki, czy to energetyczne, logarytmować sygnały, dzielić te dane na przedziały.
000495.wav|W praktyce jest to jeden z najczęstszych rodzajów transformacji.
000496.wav|Chciałbym jednak mocno podkreślić jedną zasadę.
000497.wav|Jeżeli tylko można, należy zawsze preferować te operacje wektorowe zamiast apply po wierszach.
000498.wav|Apply jest wygodne, ale przy dużych danych bywa znacznie wolniejsze niż działanie na całej kolumnie.
000499.wav|I to jest ważna różnica, no bo Panda zachęca nas do myślenia kolumnowego, a nie rekordowego.
000500.wav|Właśnie dlatego te przykłady pokazują kontrast pomiędzy podejściem wolniejszym i szybszym.
000501.wav|Samo tworzenie cech nie jest też czynnością czysto techniczną, bo to jest bardzo często właśnie ten moment, w którym nasza wiedza domenowa spotyka się z danymi.
000502.wav|Bo to my decydujemy, które przekształcenie ma sens fizyczny, które kategorie są istotne i jaka skala najlepiej oddaje relacje w danych.
000503.wav|Biblioteka daje nam narzędzia, ale sens danym nadaje analityk.
000504.wav|pomagają pisać nam kod bardziej czytelny, uporządkowany i często także wydajniejszy.
000505.wav|Są to narzędzia, które nie zawsze pojawiają się na samym początku nauki biblioteki.
000506.wav|ale w praktycznej analizie szybko okazują się bardzo użyteczne.
000507.wav|nawiasami i zmiennymi tymczasowymi.
000508.wav|Query służy do filtrowania danych za pomocą wyrażeń tekstowych.
000509.wav|w bardziej zwartej postaci.
000510.wav|Przykładowo, zamiast budować długą maskę logiczną, możemy napisać warunek przypominający zdanie.
000511.wav|Wybierz obserwacje, dla których temperatura jest większa od określonej wartości, materiał należy do danej grupy, a wynik pomiaru nie przekracza ustalonego progu.
000512.wav|I to jest szczególnie przydatne właśnie wtedy, gdy warunków jest kilka.
000513.wav|W klasycznym zapisie pandas łatwo popełnić błąd przez brak nawiasu.
000514.wav|Pomylenie operatora, również nieczytelną strukturę wyrażenia, to się zdarza.
000515.wav|Query pozwala nam skrócić ten zapis i wyraźniej pokazać intencję analityczną.
000516.wav|Kod staje się wtedy bliższy pytaniu badawczemu.
000517.wav|Mówimy wprost, wybierz próbki aluminiowe badane powyżej 100 stopni.
000518.wav|Albo zostaw obserwacje tylko z grupy kontrolnej, w których wynik mieści się w dopuszczalnym zakresie.
000519.wav|EVAL działa podobnie, ale jego głównym zastosowaniem jest wykonywanie wyrażeń na kolumnach.
000520.wav|Pozwala on nam tworzyć nowe zmienne albo obliczać wartości na podstawie istniejących kolumn w zwartej formie.
000521.wav|jakiś po prostu znormalizowany wskaźnik.
000522.wav|I zamiast pisać kilka technicznych przypisań, można wyrazić taką operację w sposób bardziej bezpośredni.
000523.wav|Zarówno Ival jak i Query mogą być korzystne także wydajnościowo.
000524.wav|Zwłaszcza przy większych zbiorach zadań to wyjdzie.
000525.wav|Ale i prostych operacjach numerycznych.
000526.wav|Pandas może w niektórych przypadkach używać bardziej zoptymalizowanego mechanizmu obliczeń.
000527.wav|Na przykład poprzez numExpr.
000528.wav|To jest nie zawsze jednak należy traktować tego jako gwarancji automatycznego przyspieszenia w każdej sytuacji.
000529.wav|Trzecim bardzo ważnym narzędziem jest PIPE.
000530.wav|Jego rola jest nieco inna, bo pipe pozwala budować czytelne potoki przetwarzania danych.
000531.wav|Zamiast tworzyć wiele zmiennych pośrednich albo zagnieżdżać wywołania funkcji, możemy przekazywać data frame oraz kolejne etapy transformacji.
000532.wav|Każdy etap może być taką osobną funkcją.
000533.wav|Czyszczenie nazw kolumn, filtrowanie danych, uzupełnienie braków, tworzenie nowych zmiennych, agregacja, standaryzacja, czy po prostu przygotowanie jakiejś tabeli końcowej.
000534.wav|I takie podejście fajnie wspiera reprodukowalność analizy.
000535.wav|Bo jeżeli każdy krok pipeline'u jest nazwany i zapisany już jako funkcja, no to kod staje się łatwiejszy do czytania, testowania i poprawiania.
000536.wav|Zamiast jednego długiego bloku operacji widzimy sekwencję logicznych etapów.
000537.wav|Można ją czytać niemal jak opis procedury badawczej.
000538.wav|Wczytaj dane, oczyść wartości, wybierz poprawne odpowiedzi o obserwacje, przelicz sobie jednostki dalej, dodaj jakieś wskaźniki i przygotuj do wizualizacji.
000539.wav|W praktyce warto korzystać z tych narzędzi, szczególnie wtedy, gdy chcemy zachować kąt bliski językowi problemu.
000540.wav|W analizie danych czytelność ma bardzo duże znaczenie, no bo kod jest zwykle wielokrotnie przeglądany przez różne osoby, ale i modyfikowany i uruchamiany też ponownie.
000541.wav|Często też wracamy do analizy po kilku różnych dniach albo przekazujemy ją innej osobie, która dalej ma poprowadzić dane zagadnienie.
000542.wav|Jeżeli taki kod składa się z nieczytelnych masek logicznych,
000543.wav|tymczasowych, zmiennych i powtarzających się operacji, to bardzo trudno jest ocenić, co naprawdę zostało zrobione.
000544.wav|Dlatego warto przypomnieć tą słynną zasadę, że kod czyta się częściej niż się go pisze.
000545.wav|Więc oszczędność nawet kilku sekund podczas pisania nie jest tak ważna, jak możliwość szybkiego zrozumienia tego kodu później podczas czytania.
000546.wav|I tutaj query, eval i pipe pomagają właśnie w tym.
000547.wav|Ograniczają ten techniczny szum, eksponują intencję analityczną.
000548.wav|Dzięki nim łatwiej jest nam zobaczyć, jakie obserwacje wybrano, jakie zmienne obliczono i jakie etapy przetwarzania już wykonano.
000549.wav|Nie znaczy to, że należy używać tych narzędzi zawsze.
000550.wav|Prosty wybór jednej kolumny albo bardzo krótki warunek można zapisać klasycznie.
000551.wav|Query i Ival najbardziej przydatne są wtedy, gdy to wyrażenie logiczne lub obliczeniowe jest dużo dłuższe.
000552.wav|Pipe sprawdzi się szczególnie w jakichś analizach wieloetapowych, gdzie te dane przechodzą przez kilka kolejnych transformacji.
000553.wav|Dobra praktyka polega więc na tym, aby wybierać zapis, który najlepiej ujawnia sens tej operacji.
000554.wav|I tu warto również przypomnieć, że zarówno czytelność, jak i wydajność nie muszą się wykluczać.
000555.wav|Pandas bardzo często da osiągać oba te cele równocześnie.
000556.wav|Jeżeli korzystamy z narzędzi idiomatycznych dla tej biblioteki, kod idiomatyczny to taki, który wykorzystuje naturalny styl pracy danego narzędzia.
000557.wav|To zamiast przenosić do niego nawyki z innych środowisk,
000558.wav|oraz budowanie czytelnych pipeline'ów.
000559.wav|Więc query, eval i pipe nie są tylko dodatkami składniowymi.
000560.wav|To są narzędzia organizacji naszego myślenia analitycznego.
000561.wav|Pomagają nam pisać kod, który znacznie lepiej prezentuje intencje, łatwiej się czyta, łatwiej się odtwarza i rozwija później.
000562.wav|I teraz przechodzimy do łączenia zbiorów danych.
000563.wav|w naszej praktyce, bo bardzo rzadko wszystkie potrzebne informacje zmieszczą się nam w jednej tabeli.
000564.wav|Zwykle mamy osobno pomiary, ale osobno informacje o materiale, osobno operatorów, parametry czasowe z jakiegoś innego źródła.
000565.wav|No i dlatego ten merge, join i concat są tutaj tak ważne, bo to one nam pozwalają budować jedną spójną strukturę z wielu częściowych źródeł.
000566.wav|I to jest też bardzo fajny przykład tego, że analiza danych jest często bardziej problemem integracji niż czystego modelowania.
000567.wav|Bo jeżeli źle połączymy tabelę, no to późniejsze statystyki, wykresy będą błędne, niezależnie od ich elegancji matematycznej.
000568.wav|I w tym bloku omówimy sobie nie tylko składnie, ale rozumienie kluczy, relacji i typów złączeń.
000569.wav|W praktyce warto przyjąć takie podejście zawsze bardzo ostrożne.
000570.wav|Każde połączenie tabel należy traktować jak operację krytyczną.
000571.wav|Trzeba wiedzieć po czym łączymy, jaki jest oczekiwany typ tej relacji i czy liczba rekordów po złączeniu ma sens.
000572.wav|I to jest jedna z najważniejszych rzeczy, które z tego bloku będzie warto wyciągnąć.
000573.wav|Najczęściej używanym narzędziem jest merge, który działa podobnie do klasycznych złączeń SQL.
000574.wav|Możemy wykonywać left, inner, right, outer join, a typ złączenia decyduje nam, które rekordy przejdą dalej.
000575.wav|Left join będzie szczególnie popularny, bo zachowuje pełen zbiór główny i dołącza dodatkowo do niego tylko to, co pasuje z tabeli pomocniczej.
000576.wav|Tutaj widzimy właśnie prosty przykład łączenia siły z temperaturą po czasie.
000577.wav|Ale w praktyce identyczny schemat działa dla bardzo złożonych danych, jakichkolwiek innych.
000578.wav|Bardzo ważne jest zrozumienie kluczy.
